id,customer_id,product_id,activation_date,termination_date,status,distribution
9847,2222,19,2022-09-07,----------,active,phyzical
9848,7586,10,2022-04-22,----------,active,phyzical
9849,7586,11,2022-09-05,----------,active,web
9850,1405,4,2017-08-09,2021-12-20,inactive,phyzical
9851,1405,1,2015-05-05,2018-02-27,inactive,web
9852,1171,1,2015-03-20,2016-12-09,inactive,phyzical
9853,1171,2,2016-07-10,2016-12-08,inactive,web
9854,1171,1,2014-05-20,2014-07-24,inactive,web
9855,1971,10,2022-12-23,----------,active,web
9856,1971,13,2022-12-29,----------,active,web
9857,1971,5,2019-09-24,2019-12-07,inactive,web
9858,1971,6,2019-11-18,2019-12-02,inactive,phyzical
9859,3616,10,2016-04-05,2019-08-27,inactive,phyzical
9860,3616,17,2021-12-24,----------,active,web
9861,3531,9,2019-08-05,2019-08-25,inactive,web
9862,7831,5,2011-03-22,2014-02-10,inactive,phyzical
9863,7831,10,2012-06-08,2014-06-18,inactive,web
9864,7831,13,2013-05-28,2014-03-08,inactive,phyzical
9865,5851,10,2016-10-24,2019-08-24,inactive,phyzical
9866,5851,13,2017-07-18,2018-07-11,inactive,web
9867,5851,3,1999-04-27,1999-05-18,inactive,web
9868,1563,3,2018-03-30,2019-10-30,inactive,web
9869,1753,5,2017-11-11,2020-07-11,inactive,web
9870,1753,6,2020-03-03,2020-05-31,inactive,web
9871,1753,16,2022-01-30,----------,active,phyzical
9872,4132,16,2019-09-03,----------,active,web
9873,4419,10,2013-08-26,2013-12-03,inactive,phyzical
9874,4896,19,2017-08-25,2017-10-14,inactive,web
9875,4896,20,2017-10-05,2017-10-14,inactive,web
9876,3731,19,2019-12-04,2019-12-27,inactive,web
9877,3731,20,2019-12-27,2019-12-27,inactive,web
9878,3731,10,2021-11-22,2021-11-26,inactive,web
9879,3731,13,2021-11-25,2021-11-26,inactive,web
9880,6238,18,2022-10-22,----------,active,web
9881,9404,9,2014-04-23,2017-11-28,inactive,phyzical
9882,9404,10,2020-10-02,2022-01-20,inactive,web
9883,8865,5,2006-11-08,2010-06-05,inactive,phyzical
9884,8865,7,2006-12-23,2007-09-07,inactive,phyzical
9885,8865,4,2019-01-14,----------,active,web
9886,4228,5,2004-10-17,2006-01-30,inactive,web
9887,4228,7,2004-10-19,2004-11-11,inactive,web
9888,5344,18,2018-04-27,2021-12-22,inactive,phyzical
9889,2114,8,2014-04-09,2018-05-02,inactive,phyzical
9890,2114,1,2020-02-26,2022-02-11,inactive,web
9891,8975,16,2022-03-15,----------,active,web
9892,8311,5,2020-03-09,2020-03-25,inactive,phyzical
9893,8311,7,2020-03-19,2020-03-19,inactive,web
9894,8311,1,2021-04-17,----------,active,web
9895,2681,5,2005-01-14,2005-10-03,inactive,web
9896,2681,6,2005-03-23,2005-07-14,inactive,phyzical
9897,552,5,2004-09-18,2007-06-16,inactive,web
9898,552,6,2007-04-18,2007-06-01,inactive,web
9899,7262,19,2019-11-03,2021-05-05,inactive,phyzical
9900,38,17,2014-10-28,2015-09-26,inactive,web
9901,38,19,2018-07-26,2018-08-02,inactive,web
9902,38,20,2018-07-01,2018-08-02,inactive,phyzical
9903,3672,17,2021-12-10,2021-12-17,inactive,web
9904,2743,1,2021-11-14,----------,active,phyzical
9905,2743,2,2022-01-17,----------,active,phyzical
9906,1535,19,2019-11-25,2020-02-27,inactive,phyzical
9907,1535,5,2019-02-16,----------,active,web
9908,1535,7,2022-01-09,2022-01-21,inactive,phyzical
9909,1072,10,2015-06-19,2016-09-03,inactive,phyzical
9910,1072,11,2015-08-15,2016-08-19,inactive,phyzical
9911,1072,14,2020-09-18,2020-10-19,inactive,web
9912,1072,15,2020-09-02,2020-10-04,inactive,phyzical
9913,5048,19,2008-12-14,2011-12-18,inactive,web
9914,5048,20,2010-04-17,2011-08-14,inactive,web
9915,8822,19,2005-05-05,2008-09-22,inactive,web
9916,8822,20,2008-04-30,2008-06-29,inactive,web
9917,6503,3,2022-02-09,----------,active,web
9918,6503,8,2017-08-08,2019-02-05,inactive,web
9919,4817,9,2017-04-30,2017-10-19,inactive,phyzical
9920,2400,10,2019-03-08,----------,active,web
9921,2400,12,2020-08-18,2021-04-16,inactive,web
9922,2269,8,2000-09-08,2000-12-14,inactive,phyzical
9923,2269,10,2011-01-22,2012-12-11,inactive,web
9924,2269,12,2012-10-31,2012-11-27,inactive,web
9925,2583,3,2022-07-17,----------,active,web
9926,1811,3,2007-03-26,2011-03-07,inactive,web
9927,8027,1,2020-12-02,2021-06-25,inactive,phyzical
9928,8027,2,2021-01-02,2021-06-15,inactive,web
9929,8274,10,2000-02-26,2002-04-09,inactive,phyzical
9930,8274,13,2001-03-20,2001-11-01,inactive,phyzical
9931,2873,10,2015-10-28,2015-12-27,inactive,web
9932,2873,13,2015-12-07,2015-12-25,inactive,phyzical
9933,5991,9,2013-10-14,2015-08-03,inactive,web
9934,5991,14,2016-01-19,2019-10-05,inactive,web
9935,402,19,2001-09-07,2003-07-12,inactive,phyzical
9936,402,20,2002-05-02,2002-07-28,inactive,phyzical
9937,402,10,2009-04-04,2009-11-11,inactive,web
9938,7559,17,2021-12-21,----------,active,web
9939,7559,8,2021-02-03,----------,active,web
9940,9807,18,2022-02-15,----------,active,phyzical
9941,7166,10,2021-03-08,2021-04-24,inactive,web
9942,7166,11,2021-03-12,2021-04-20,inactive,web
9943,7166,10,2017-04-09,2018-03-12,inactive,phyzical
9944,7166,13,2017-07-02,2017-09-09,inactive,web
9945,7738,16,2004-03-09,2004-08-05,inactive,web
9946,821,8,2008-06-14,2008-11-04,inactive,web
9947,1558,5,2021-09-12,2021-10-10,inactive,web
9948,1558,7,2021-09-25,2021-09-28,inactive,phyzical
9949,1558,19,2022-10-26,----------,active,web
9950,4124,5,2022-11-23,----------,active,web
9951,4124,5,2021-07-02,----------,active,web
9952,4124,7,2022-12-05,----------,active,phyzical
9953,3394,1,2005-03-17,2008-01-07,inactive,web
9954,3394,2,2005-12-01,2007-07-16,inactive,web
9955,4538,5,2022-10-05,----------,active,web
9956,4538,7,2022-11-20,----------,active,phyzical
9957,7772,1,2015-06-11,2017-10-25,inactive,web
9958,7772,2,2017-05-14,2017-06-14,inactive,phyzical
9959,7772,14,2017-12-17,2019-03-16,inactive,web
9960,9954,14,2014-06-06,2015-09-25,inactive,web
9961,5124,1,2019-02-18,2020-07-08,inactive,phyzical
9962,5124,2,2020-01-17,2020-03-23,inactive,phyzical
9963,1925,8,2022-03-16,----------,active,web
9964,2793,10,2020-11-26,----------,active,web
9965,2793,11,2022-03-16,----------,active,phyzical
9966,2793,10,2022-08-29,----------,active,web
9967,1871,10,2022-10-02,----------,active,web
9968,1871,13,2022-12-02,----------,active,web
9969,2527,3,2022-05-20,----------,active,web
9970,9846,10,2007-07-04,2009-04-22,inactive,web
9971,1169,10,2021-04-18,2021-12-04,inactive,web
9972,1169,13,2021-11-29,2021-11-30,inactive,phyzical
9973,8299,19,2014-02-23,2014-08-02,inactive,web
9974,8299,20,2014-05-14,2014-05-30,inactive,phyzical
9975,3629,1,2019-08-20,----------,active,web
9976,3221,10,2015-01-21,2015-02-12,inactive,web
9977,4524,10,2009-02-06,2009-11-18,inactive,phyzical
9978,4524,11,2009-02-22,2009-11-18,inactive,web
9979,7742,5,2016-04-23,2017-12-13,inactive,phyzical
9980,7742,1,2021-10-26,2021-11-25,inactive,phyzical
9981,8144,10,2022-03-06,----------,active,web
9982,8144,13,2022-05-13,----------,active,web
9983,8144,8,2022-11-02,----------,active,web
9984,9990,14,2012-04-21,2013-04-04,inactive,web
9985,9990,15,2012-08-26,2012-12-22,inactive,web
9986,2081,10,2022-12-23,----------,active,web
9987,2081,11,2022-12-26,----------,active,web
9988,6251,5,2021-04-27,2021-09-22,inactive,web
9989,6251,7,2021-05-25,2021-06-06,inactive,web
9990,7033,19,2012-03-29,2012-03-30,inactive,web
9991,5545,10,2001-08-20,2003-06-17,inactive,phyzical
9992,5545,13,2003-01-12,2003-05-21,inactive,web
9993,6697,8,2018-02-27,2020-08-07,inactive,web
9994,6697,14,2009-12-31,2011-05-30,inactive,web
9995,6697,15,2011-05-29,2011-05-29,inactive,web
9996,6198,10,2021-07-14,2021-09-10,inactive,web
9997,6198,11,2021-08-26,2021-08-26,inactive,web
9998,6198,19,2022-06-06,----------,active,phyzical
9999,8028,1,2002-12-05,2003-05-31,inactive,phyzical
10000,8028,10,2007-02-19,2007-09-08,inactive,web
10001,8028,12,2007-04-14,2007-08-15,inactive,phyzical
10002,9948,19,2018-03-28,2021-07-13,inactive,phyzical
10003,9948,1,2017-12-22,2018-06-11,inactive,phyzical
10004,9948,2,2017-12-28,2017-12-28,inactive,web
10005,4007,5,2022-04-19,----------,active,web
10006,4007,6,2022-11-18,----------,active,web
10007,1685,19,2019-04-01,2020-01-20,inactive,phyzical
10008,6559,8,2017-01-30,2019-08-29,inactive,phyzical
10009,6559,10,2013-01-02,2016-11-14,inactive,phyzical
10010,6559,12,2014-07-20,2014-12-13,inactive,web
10011,3380,14,2021-08-18,2021-11-21,inactive,web
10012,3380,15,2021-09-17,2021-11-19,inactive,web
10013,6440,4,2015-08-30,2017-04-06,inactive,web
10014,4422,18,2022-04-08,----------,active,phyzical
10015,4422,10,2022-03-26,----------,active,web
10016,4422,13,2022-03-29,----------,active,web
10017,4020,3,2022-07-02,----------,active,web
10018,7175,19,2013-08-03,2016-08-05,inactive,phyzical
10019,7175,20,2015-05-07,2016-03-14,inactive,phyzical
10020,6938,10,2015-08-30,2017-09-09,inactive,web
10021,6938,11,2016-06-12,2017-06-21,inactive,phyzical
10022,2059,16,2016-08-25,2016-09-20,inactive,web
10023,2059,19,2017-09-26,2020-06-16,inactive,web
10024,2059,20,2020-04-15,2020-04-30,inactive,web
10025,8564,10,2013-11-28,2013-12-15,inactive,phyzical
10026,8564,5,2017-07-01,2021-02-18,inactive,web
10027,2094,16,2019-04-20,2019-09-13,inactive,phyzical
10028,2094,1,2020-06-26,2021-12-17,inactive,phyzical
10029,6757,10,2022-08-12,----------,active,web
10030,6757,11,2022-08-20,----------,active,web
10031,2667,9,2019-02-01,2022-02-09,inactive,web
10032,5392,4,2017-10-03,2018-06-02,inactive,web
10033,1315,17,2022-05-31,----------,active,web
10034,608,5,2013-08-29,2017-08-01,inactive,web
10035,608,7,2017-06-03,2017-06-29,inactive,web
10036,3946,4,2019-10-07,2020-09-04,inactive,web
10037,3946,4,2022-01-20,----------,active,web
10038,6637,14,2011-10-21,2011-10-28,inactive,web
10039,6637,17,2018-08-16,2021-08-10,inactive,web
10040,4221,16,2015-11-22,2016-09-30,inactive,phyzical
10041,2672,1,2019-06-03,2019-09-02,inactive,web
10042,6411,10,2021-01-13,----------,active,web
10043,3858,14,2018-01-23,2018-03-06,inactive,web
10044,3858,15,2018-03-03,2018-03-05,inactive,phyzical
10045,3858,1,2022-05-10,----------,active,phyzical
10046,5440,9,2018-10-01,2020-02-28,inactive,web
10047,5440,5,2019-09-30,----------,active,phyzical
10048,2021,4,2019-09-27,----------,active,phyzical
10049,2021,16,2022-10-29,----------,active,web
10050,5719,5,2022-07-13,----------,active,web
10051,5719,6,2022-11-05,----------,active,phyzical
10052,5719,1,2015-11-17,2017-04-20,inactive,web
10053,8831,8,2005-12-13,2006-05-01,inactive,web
10054,8831,18,2001-12-24,2001-12-24,inactive,phyzical
10055,2261,19,2016-03-23,2020-06-21,inactive,web
10056,5238,1,2012-06-15,2015-05-05,inactive,phyzical
10057,9360,3,2017-12-03,2021-03-07,inactive,web
10058,4628,14,2012-08-21,2012-08-21,inactive,phyzical
10059,4628,15,2012-08-21,2012-08-21,inactive,phyzical
10060,7121,1,2018-07-18,2019-10-09,inactive,web
10061,9582,4,2022-11-05,----------,active,phyzical
10062,9582,8,2022-04-23,----------,active,phyzical
10063,8313,10,2005-07-07,2006-01-03,inactive,phyzical
10064,8313,12,2006-01-01,2006-01-02,inactive,phyzical
10065,8313,5,2004-07-29,2005-11-06,inactive,phyzical
10066,8313,6,2004-07-29,2005-01-13,inactive,web
10067,6424,17,2022-10-17,----------,active,phyzical
10068,6424,16,2022-12-06,----------,active,phyzical
10069,3903,5,2017-04-21,2017-06-16,inactive,web
10070,8989,16,2008-07-21,2011-11-07,inactive,web
10071,3718,10,2019-07-01,2019-12-05,inactive,web
10072,3718,12,2019-11-12,2019-11-18,inactive,phyzical
10073,4426,5,2021-01-23,----------,active,web
10074,2200,10,2021-12-25,----------,active,web
10075,2200,12,2021-12-29,2021-12-30,inactive,phyzical
10076,2200,10,2018-08-19,2020-10-22,inactive,web
10077,2200,11,2019-07-19,2020-09-08,inactive,web
10078,8446,10,2011-11-04,2014-10-28,inactive,web
10079,8446,12,2012-03-30,2014-05-20,inactive,web
10080,8446,5,2015-11-09,2018-10-22,inactive,phyzical
10081,5896,9,2019-06-02,2021-02-25,inactive,web
10082,5896,14,2022-08-27,----------,active,phyzical
10083,2857,4,2021-05-07,----------,active,web
10084,6108,1,2006-11-14,2010-11-17,inactive,phyzical
10085,6429,1,2022-12-14,----------,active,phyzical
10086,6429,19,2020-10-12,----------,active,web
10087,9567,10,2021-12-04,----------,active,web
10088,9567,12,2022-06-22,----------,active,phyzical
10089,8020,10,2022-09-22,----------,active,web
10090,8020,13,2022-10-03,----------,active,phyzical
10091,6603,1,2022-09-08,----------,active,web
10092,3829,10,2019-08-16,2021-03-11,inactive,web
10093,3829,14,2014-01-13,2018-12-15,inactive,web
10094,1269,19,2019-09-16,2021-05-12,inactive,web
10095,1269,20,2020-03-19,2020-10-09,inactive,web
10096,4709,18,2003-04-12,2004-05-03,inactive,web
10097,7170,5,2010-02-01,2010-12-04,inactive,web
10098,4478,1,2002-11-18,2002-12-05,inactive,phyzical
10099,7335,1,2022-08-29,----------,active,web
10100,4236,17,2006-04-10,2010-11-01,inactive,web
10101,4236,9,2020-07-12,----------,active,web
10102,9478,8,2013-01-09,2013-01-09,inactive,phyzical
10103,9478,14,2011-09-10,2013-01-04,inactive,web
10104,2808,10,2020-05-18,2020-09-09,inactive,phyzical
10105,1121,10,2005-10-28,2005-12-04,inactive,web
10106,5317,10,2021-01-15,2021-06-22,inactive,web
10107,5317,12,2021-04-23,2021-06-09,inactive,web
10108,4920,14,2013-05-07,2013-11-26,inactive,web
10109,4920,18,2018-01-11,2021-01-03,inactive,web
10110,3830,19,2021-10-08,2021-11-12,inactive,web
10111,2042,4,2011-04-15,2014-10-10,inactive,phyzical
10112,2042,16,2013-01-30,2014-08-05,inactive,phyzical
10113,4441,19,2005-04-18,2007-09-05,inactive,web
10114,4441,10,2007-07-03,2007-09-14,inactive,web
10115,4441,12,2007-09-02,2007-09-10,inactive,web
10116,2788,19,2014-02-28,2014-11-28,inactive,web
10117,2788,20,2014-08-26,2014-08-28,inactive,web
10118,2788,1,2003-07-23,2005-03-25,inactive,web
10119,3309,14,2022-05-02,----------,active,web
10120,3309,15,2022-10-21,----------,active,web
10121,7969,10,2022-05-07,----------,active,phyzical
10122,7969,12,2022-07-06,----------,active,phyzical
10123,7969,9,2022-05-12,----------,active,web
10124,8888,1,2006-01-11,2010-02-22,inactive,phyzical
10125,8888,2,2008-02-11,2010-01-04,inactive,phyzical
10126,7531,14,2015-04-21,2017-10-15,inactive,web
10127,7531,15,2017-05-12,2017-10-03,inactive,web
10128,3163,1,2019-06-27,2019-10-25,inactive,web
10129,3163,2,2019-09-19,2019-09-26,inactive,phyzical
10130,5437,10,2014-12-22,2017-05-19,inactive,phyzical
10131,5437,12,2017-05-05,2017-05-17,inactive,web
10132,8944,5,2018-12-25,2020-06-25,inactive,web
10133,8944,6,2020-06-08,2020-06-16,inactive,web
10134,5552,10,2020-11-18,2020-12-23,inactive,web
10135,5552,12,2020-11-09,2020-11-10,inactive,web
10136,1227,19,2021-10-04,----------,active,phyzical
10137,1227,20,2021-10-14,2021-11-21,inactive,phyzical
10138,1227,10,2022-09-09,----------,active,web
10139,1227,11,2022-10-15,----------,active,web
10140,3717,5,2022-02-28,----------,active,web
10141,899,10,2022-12-29,----------,active,web
10142,899,18,2022-09-05,----------,active,phyzical
10143,3613,18,2022-04-25,----------,active,web
10144,3613,5,2021-10-10,----------,active,web
10145,3613,7,2021-12-11,----------,active,phyzical
10146,6980,10,2022-07-05,----------,active,phyzical
10147,6980,13,2022-08-02,----------,active,web
10148,6980,4,2022-03-17,----------,active,web
10149,4347,19,2022-01-20,2022-01-22,inactive,phyzical
10150,4347,4,2022-12-29,----------,active,web
10151,2617,5,2022-03-03,----------,active,web
10152,2617,7,2022-06-04,----------,active,web
10153,5922,10,2005-04-16,2007-09-10,inactive,web
10154,5922,12,2005-08-21,2006-02-08,inactive,web
10155,1950,10,2022-05-13,----------,active,web
10156,1950,10,2022-11-27,----------,active,web
10157,1950,13,2022-12-22,----------,active,phyzical
10158,9879,10,2021-02-20,2021-02-23,inactive,web
10159,9879,13,2021-02-21,2021-02-21,inactive,phyzical
10160,9879,1,2021-01-20,2021-01-30,inactive,web
10161,428,18,2018-12-20,2018-12-20,inactive,web
10162,9230,14,2020-06-13,2021-08-19,inactive,web
10163,9230,15,2020-08-11,2021-08-14,inactive,phyzical
10164,9230,14,2019-04-21,----------,active,web
10165,8769,9,2022-07-05,----------,active,phyzical
10166,8769,10,2020-05-10,----------,active,web
10167,8769,11,2021-03-22,2021-11-20,inactive,web
10168,2133,14,2022-01-03,----------,active,phyzical
10169,2133,15,2022-10-21,----------,active,phyzical
10170,2133,3,2022-04-09,----------,active,phyzical
10171,9783,3,2019-08-20,2022-01-15,inactive,web
10172,9783,1,2018-08-14,2019-06-13,inactive,phyzical
10173,9783,2,2018-11-27,2019-02-08,inactive,web
10174,8611,8,2011-12-10,2013-07-24,inactive,web
10175,4565,10,2016-11-07,2020-12-25,inactive,web
10176,9976,10,2011-11-25,2012-12-11,inactive,phyzical
10177,9976,13,2012-11-08,2012-11-09,inactive,web
10178,3001,1,2022-08-31,----------,active,web
10179,9346,18,2021-02-16,----------,active,phyzical
10180,6867,1,1999-09-12,2002-05-26,inactive,phyzical
10181,6867,2,2001-02-14,2001-11-09,inactive,web
10182,6867,10,2001-02-13,2002-07-02,inactive,web
10183,6867,11,2002-06-07,2002-07-02,inactive,web
10184,8193,14,2021-12-12,----------,active,web
10185,7509,10,2012-01-27,2014-01-11,inactive,web
10186,7509,13,2012-08-19,2014-01-07,inactive,web
10187,7509,4,2011-11-21,2011-11-22,inactive,phyzical
10188,5428,5,2020-04-30,2020-11-20,inactive,phyzical
10189,5428,7,2020-08-19,2020-08-20,inactive,phyzical
10190,5428,4,2013-06-18,2014-03-25,inactive,web
10191,2494,17,2015-09-03,2015-12-05,inactive,phyzical
10192,2494,5,2020-09-04,2021-07-12,inactive,phyzical
10193,2494,7,2020-10-04,2020-11-09,inactive,web
10194,6651,14,2020-11-03,----------,active,web
10195,907,19,2018-03-10,2019-11-25,inactive,web
10196,907,20,2018-06-07,2019-11-05,inactive,web
10197,907,19,2022-11-22,----------,active,web
10198,8635,5,2017-06-12,2017-07-03,inactive,phyzical
10199,8635,16,2015-05-18,2016-09-13,inactive,phyzical
10200,2181,5,2000-12-21,2003-04-14,inactive,web
10201,123,1,2006-07-04,2010-12-30,inactive,web
10202,123,9,2012-11-11,2016-05-26,inactive,web
10203,8527,14,2013-08-30,2015-01-02,inactive,phyzical
10204,8527,3,2020-04-19,2021-09-17,inactive,phyzical
10205,1478,14,2021-09-20,2021-09-21,inactive,web
10206,1478,15,2021-09-20,2021-09-20,inactive,web
10207,6630,1,2015-11-17,2017-09-22,inactive,web
10208,1444,18,2017-04-06,2021-06-19,inactive,web
10209,8681,19,2022-03-13,----------,active,web
10210,8681,20,2022-10-26,----------,active,web
10211,8093,5,2022-07-15,----------,active,web
10212,8093,6,2022-10-22,----------,active,phyzical
10213,8093,1,2020-12-24,----------,active,web
10214,8396,17,2022-06-10,----------,active,web
10215,8396,10,2022-03-21,----------,active,phyzical
10216,8396,12,2022-08-25,----------,active,web
10217,8799,3,2022-09-13,----------,active,web
10218,8799,1,2022-03-02,----------,active,phyzical
10219,8799,2,2022-09-04,----------,active,web
10220,6097,1,2011-03-19,2012-05-07,inactive,phyzical
10221,5296,1,2022-09-28,----------,active,web
10222,7159,17,2012-10-19,2012-10-24,inactive,web
10223,7159,19,2012-02-22,2012-12-04,inactive,web
10224,5477,4,2000-04-05,2002-01-24,inactive,web
10225,6996,1,2016-10-06,2020-09-14,inactive,phyzical
10226,6996,2,2020-07-31,2020-09-10,inactive,phyzical
10227,7013,5,2012-07-06,2012-08-01,inactive,phyzical
10228,7013,6,2012-07-26,2012-07-29,inactive,phyzical
10229,192,3,2006-11-25,2009-07-15,inactive,phyzical
10230,4741,19,2021-10-22,2021-12-26,inactive,phyzical
10231,4741,20,2021-10-06,2021-12-14,inactive,web
10232,5411,5,2017-04-25,2019-02-10,inactive,phyzical
10233,5411,7,2017-11-20,2017-12-28,inactive,web
10234,5411,14,2022-02-14,----------,active,web
10235,5411,15,2022-08-22,----------,active,web
10236,532,10,2011-03-04,2013-07-27,inactive,phyzical
10237,532,11,2012-01-07,2012-11-04,inactive,web
10238,9612,3,2021-08-09,2021-09-21,inactive,web
10239,9612,9,2015-04-16,2015-09-02,inactive,web
10240,7288,1,2022-01-21,----------,active,web
10241,3316,17,2022-06-11,----------,active,web
10242,3316,1,2022-12-01,----------,active,phyzical
10243,5887,10,2019-12-23,----------,active,phyzical
10244,5887,11,2021-03-08,----------,active,web
10245,5887,10,2020-08-28,2021-01-13,inactive,web
10246,5887,11,2021-01-01,2021-01-09,inactive,web
10247,6358,18,2021-06-18,----------,active,web
10248,8631,14,2013-09-21,2013-10-10,inactive,web
10249,8631,15,2013-10-02,2013-10-06,inactive,web
10250,8631,16,2004-03-12,2005-06-17,inactive,phyzical
10251,1608,8,2015-12-29,2019-02-11,inactive,web
10252,1608,1,2014-04-23,2016-05-24,inactive,web
10253,1608,2,2014-07-19,2014-08-12,inactive,web
10254,6110,19,2022-05-24,----------,active,web
10255,6110,20,2022-06-28,----------,active,phyzical
10256,6829,1,2019-02-13,2021-05-25,inactive,web
10257,1868,8,2020-01-05,2021-11-22,inactive,phyzical
10258,1868,9,2020-08-01,----------,active,web
10259,9181,16,2022-12-29,----------,active,web
10260,9181,18,2009-09-06,2012-10-27,inactive,web
10261,224,16,2022-07-19,----------,active,web
10262,7507,10,2020-09-07,----------,active,web
10263,7507,10,2018-04-18,2020-11-25,inactive,web
10264,7507,11,2019-11-06,2020-03-19,inactive,web
10265,2206,14,2022-03-04,----------,active,web
10266,4185,19,2000-12-31,2000-12-31,inactive,web
10267,2984,19,2013-02-24,2014-02-05,inactive,web
10268,2984,20,2013-10-11,2013-10-30,inactive,web
10269,2984,19,2004-02-17,2008-10-22,inactive,phyzical
10270,2984,20,2004-10-13,2007-11-07,inactive,web
10271,7067,18,2016-07-28,2016-08-09,inactive,web
10272,7067,10,2019-07-07,2021-03-10,inactive,web
10273,7067,12,2021-02-01,2021-02-09,inactive,web
10274,7612,1,2019-04-24,2021-02-10,inactive,web
10275,7612,2,2019-12-13,2019-12-20,inactive,web
10276,7612,10,2021-05-28,----------,active,web
10277,7612,13,2022-10-28,----------,active,web
10278,2425,19,2017-09-11,2020-08-10,inactive,web
10279,2425,20,2018-04-07,2019-07-17,inactive,phyzical
10280,2425,19,2019-10-14,2019-10-14,inactive,web
10281,2425,20,2019-10-14,2019-10-14,inactive,web
10282,9202,10,2017-12-01,2017-12-01,inactive,phyzical
10283,9202,12,2017-12-01,2017-12-01,inactive,web
10284,6614,5,2014-12-15,2016-05-31,inactive,web
10285,6614,7,2015-05-16,2015-08-25,inactive,web
10286,6614,1,2014-10-28,2015-03-12,inactive,phyzical
10287,6614,2,2015-03-08,2015-03-12,inactive,web
10288,9672,5,2022-02-09,----------,active,web
10289,8041,3,2007-02-21,2010-01-08,inactive,web
10290,8041,16,2010-10-18,2012-02-18,inactive,web
10291,6920,19,2022-02-04,----------,active,phyzical
10292,3049,10,2007-03-23,2009-07-09,inactive,web
10293,6586,3,2022-01-08,----------,active,web
10294,6586,16,2018-05-14,2021-02-28,inactive,web
10295,9236,14,2020-04-22,2022-02-22,inactive,web
10296,9236,15,2021-02-03,2022-01-07,inactive,phyzical
10297,8381,10,2001-02-28,2002-09-25,inactive,phyzical
10298,8381,12,2001-11-26,2002-09-23,inactive,web
10299,8381,16,2001-01-19,2004-04-29,inactive,web
10300,1880,10,2022-04-27,----------,active,phyzical
10301,1880,13,2022-11-05,----------,active,phyzical
10302,2131,19,2016-04-14,2019-05-29,inactive,phyzical
10303,2131,20,2016-04-21,2016-12-02,inactive,web
10304,2131,10,2018-03-27,2019-03-08,inactive,phyzical
10305,2131,13,2019-02-19,2019-03-06,inactive,web
10306,1607,18,2019-01-02,2020-03-07,inactive,web
10307,7819,19,2014-02-24,2015-07-25,inactive,phyzical
10308,7819,5,2019-09-20,2021-08-23,inactive,phyzical
10309,7819,6,2021-07-01,2021-08-22,inactive,phyzical
10310,2764,18,2015-06-26,2017-07-12,inactive,web
10311,2764,8,2015-10-13,2017-06-30,inactive,web
10312,4360,10,2008-08-08,2008-12-22,inactive,phyzical
10313,4360,13,2008-12-19,2008-12-22,inactive,web
10314,4360,1,2014-04-12,2018-02-28,inactive,web
10315,7515,10,2022-07-23,----------,active,phyzical
10316,7515,12,2022-07-30,----------,active,phyzical
10317,1637,5,2021-09-24,2022-02-15,inactive,web
10318,595,3,2022-05-21,----------,active,phyzical
10319,9521,1,2020-04-15,2020-11-10,inactive,web
10320,9521,2,2020-04-03,2020-05-06,inactive,web
10321,3361,17,2020-04-22,2021-08-05,inactive,web
10322,3361,17,2017-02-07,2021-03-26,inactive,web
10323,2901,4,2015-01-21,2018-09-01,inactive,phyzical
10324,5163,17,2018-02-20,2021-12-28,inactive,web
10325,5163,17,2016-11-21,2017-12-12,inactive,web
10326,4302,4,2016-04-30,2020-03-31,inactive,web
10327,4302,9,2020-06-02,2021-03-20,inactive,web
10328,6541,5,2022-10-17,----------,active,web
10329,7633,19,2019-12-02,----------,active,phyzical
10330,7633,20,2020-03-12,----------,active,phyzical
10331,7633,1,2020-09-24,2021-04-13,inactive,web
10332,7633,2,2020-10-19,2020-12-26,inactive,phyzical
10333,2541,14,2020-09-21,----------,active,phyzical
10334,9467,8,2017-10-31,2020-10-27,inactive,web
10335,9467,3,2020-07-27,----------,active,web
10336,9306,18,2021-10-30,2021-10-31,inactive,phyzical
10337,9306,10,2022-09-07,----------,active,phyzical
10338,165,5,2022-12-01,----------,active,web
10339,7108,17,2012-12-12,2015-12-31,inactive,web
10340,7108,16,2019-07-06,2019-08-09,inactive,web
10341,7230,5,2017-07-24,2020-04-12,inactive,phyzical
10342,7230,7,2018-03-28,2018-09-12,inactive,phyzical
10343,7230,18,2018-09-29,2019-01-23,inactive,web
10344,2046,1,2019-03-13,2020-11-11,inactive,web
10345,2046,2,2019-08-01,2020-01-03,inactive,phyzical
10346,3540,10,2022-09-08,----------,active,web
10347,3540,10,2022-08-27,----------,active,web
10348,3540,11,2022-11-18,----------,active,phyzical
10349,8808,17,2006-08-08,2009-08-18,inactive,phyzical
10350,8808,19,2006-07-23,2009-02-02,inactive,phyzical
10351,8808,20,2006-10-13,2007-01-03,inactive,web
10352,5427,10,2019-04-20,2019-09-25,inactive,web
10353,5427,3,2012-09-22,2013-05-24,inactive,phyzical
10354,9750,8,2012-12-27,2013-11-15,inactive,web
10355,9750,3,2013-09-18,2013-09-26,inactive,phyzical
10356,7574,19,2022-08-17,----------,active,web
10357,7574,20,2022-12-10,----------,active,web
10358,7749,19,2016-03-06,2016-08-08,inactive,phyzical
10359,7749,5,2014-05-25,2015-05-06,inactive,web
10360,7749,7,2014-10-26,2015-05-01,inactive,phyzical
